"Показник","Територіальний розріз","Періодичність","Одиниця виміру","Масштабування","Кількість десяткових знаків","Спеціальне значення даних","Примітки часового ряду","Примітки спостереження","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"SSSU:DF_REGIONAL_ACCOUNTS(8.0.0)","CHNF_SAL_VOL.UA32000000000030281._Z.A","Річна","Відсоток","Одиниці","Один","","","","116.8","120.5","125.5","138","129.5","136.1","132.3","99.1","123.4","120.7","116.2","104.3","106.6","119.5","131.5","135.5","131.1","115.7","104.4","120.2"
