"Показник","Територіальний розріз","Періодичність","Одиниця виміру","Масштабування","Кількість десяткових знаків","Спеціальне значення даних","Примітки часового ряду","Примітки спостереження","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"SSSU:DF_REGIONAL_ACCOUNTS(8.0.0)","GRP.UA32000000000030281._Z.A","Річна","Гривня","Мільйони","Нуль","","","","11883","15362","19188","26221","35687","37548","44953","59154","69663","68931","79561","104030","128638","156829","198142","218647","242406","291519"
