"Показник","Одиниця виміру","Масштабування","Кількість десяткових знаків","Спеціальне значення даних","Примітки часового ряду","Примітки спостереження","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021-Q1","2021-Q2","2021-Q3","2021-Q4","2022-Q1","2022-Q2","2022-Q3","2022-Q4","2023-Q1","2023-Q2","2023-Q3","2023-Q4","2024-Q1","2024-Q2","2024-Q3","2024-Q4","2025-Q1","2025-Q2","2025-Q3","2025-Q4"
"SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0)","EXPORTS_GOODS.UA00000000000000000.CURR_PRICES._T.Q","Мільйони","Нуль","","Дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","Дані попередні.","249852","250632","266601","278843","252255","283545","299653","340500","343094","342075","352370","397174","378620","384456","400906","446529","412410","412531","412229","402696","382177","356144","411047","489692","456972","530968","592092","637828","494218","341639","478512","542641","506622","468480","419478","481164","547562","556476","555756","613786","549603","556021","540931","616032"
