"Показник","Територіальний розріз","Вид економічної діяльності","Періодичність","Одиниця виміру","Масштабування","Кількість десяткових знаків","Спеціальне значення даних","Примітки часового ряду","Примітки спостереження","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"SSSU:DF_REGIONAL_ACCOUNTS(8.0.0)","GVA.UA32000000000030281.K.A","Фінансова та страхова діяльність","Річна","Гривня","Мільйони","Нуль","","","","927","870","938","1125","1398","1756","2102","2716","3753","4326"
