"Показник","Базисний період","Територіальний розріз","Інші розрізи","Періодичність","Одиниця виміру","Масштабування","Кількість десяткових знаків","Спеціальне значення даних","Примітки часового ряду","Примітки спостереження","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021-Q1","2021-Q2","2021-Q3","2021-Q4","2022-Q1","2022-Q2","2022-Q3","2022-Q4","2023-Q1","2023-Q2","2023-Q3","2023-Q4","2024-Q1","2024-Q2","2024-Q3","2024-Q4","2025-Q1","2025-Q2","2025-Q3","2025-Q4"
"SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(15.0.0)","INDEX_HOUSPRICE.PREV_QUART.UA00000000000000000.H_1_1_2.Q","Україна","Квартири двокімнатні на первинному ринку","Квартальна","Відсоток","Одиниці","Один","","1. Дані за 2016-2021 роки наводяться без урахування тимчасово окупованої території Автономної Республіки Крим, м.Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 2. Дані з 2022 року наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","100.9","98","101.1","105.2","101","100.6","100.4","101.4","102.2","101.1","100.5","101.1","102","102.9","100.2","102.8","100.4","102.1","100.5","101.4","103.7","105.2","102.5","104.2","104.5","103.8","101.9","101","100.9","105.5","104.9","102.1","105.3","102.2","103.9","104","104.2","103.6","100","104.2"
