"Показник","Територіальний розріз","Вид ціни","Періодичність","Одиниця виміру","Масштабування","Кількість десяткових знаків","Спеціальне значення даних","Примітки часового ряду","Примітки спостереження","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021-Q1","2021-Q2","2021-Q3","2021-Q4","2022-Q1","2022-Q2","2022-Q3","2022-Q4","2023-Q1","2023-Q2","2023-Q3","2023-Q4","2024-Q1","2024-Q2","2024-Q3","2024-Q4","2025-Q1","2025-Q2","2025-Q3","2025-Q4"
"SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0)","IMPORTS_GOODS.UA00000000000000000.CURR_PRICES._T.Q","У фактичних цінах","Квартальна","Гривня","Мільйони","Нуль","","Дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","Дані попередні.","263833","255842","279179","299000","297742","297743","357989","387641","380437","388803","423232","474334","430246","436342","517096","537618","463327","490176","517496","488946","411051","334235","440859","516801","479220","514298","609208","687155","536898","541567","743119","900209","857278","751741","806630","845914","830886","931939","992589","1077036","1025075","1103501","1169841","1332116"
