"Показник","Територіальний розріз","Тип будівлі","Періодичність","Одиниця виміру","Масштабування","Кількість десяткових знаків","Спеціальне значення даних","Примітки часового ряду","Примітки спостереження","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021-Q1","2021-Q2","2021-Q3","2021-Q4","2022-Q1","2022-Q2","2022-Q3","2022-Q4","2023-Q1","2023-Q2","2023-Q3","2023-Q4","2024-Q1","2024-Q2","2024-Q3","2024-Q4","2025-Q1","2025-Q2","2025-Q3","2025-Q4"
"SSSU:DF_BEGINING_COMPLETION_CONSTRUCTION(25.0.0)","AREA_LIV_DWELLINGS_RESIDEN_BUILD.UA00000000000000000.11X113._T.Q","Житлові будинки без житлових будинків для колективного проживання","Квартальна","Квадратний метр","Одиниці","Нуль","Конфіденційна статистична інформація","1. Дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії. 2. З урахуванням прийнятих в експлуатацію житлових будинків відповідно до встановленого Порядку (наказ Мінрегіону від 03.07.2018 № 158 (зі змінами)); з 01.01.2024 з урахуванням дач та садових будинків. 3. Показники наведено наростаючим підсумком.","","876116","1523985","2436786","4062604","1135242","2293419","3598743","5127357","887514","1715138","2739451","3885843","1124134","2298231","4081002","5308845","583396","1157588","2271794","3239586","","","","3389532","","","3111724","4518426","1036502","1937425","2944300","4295907"
